0.2	0.04272671373341373	1.2099492304135709e-8
0.4	0.07019144497064159	3.202415761440034e-8
0.6000000000000001	0.08032891129957438	4.2393589221860945e-8
0.8	0.07704435032617456	3.9764355289613974e-8
1.0	0.067857500116051	3.172076651123166e-8
1.2000000000000002	0.059415063505211405	2.5217837261288716e-8
1.4000000000000001	0.05052040828071199	1.9176256375560044e-8
1.6	0.043616182096324965	1.5077741021141437e-8
1.8	0.03839013962072781	1.2315271438045392e-8
2.0	0.03435944088062337	1.033025895214167e-8
2.2	0.031148670684884076	8.900779404323177e-9
2.4000000000000004	0.028500570409062318	7.798333985329596e-9
2.6	0.02624635234931877	6.896616704175304e-9
2.8000000000000003	0.024231595332772762	5.9982322951435645e-9
3.0	0.022422034293450504	5.227235678272842e-9
3.2	0.020537066353289148	4.437594395002318e-9
3.4000000000000004	0.018871784853938825	3.8011407780565335e-9
3.6	0.01710081486527969	3.1591979427194046e-9
3.8000000000000003	0.014746242774295284	2.316662490924029e-9
4.0	0.011645810052402419	1.2753445513854864e-9
4.2	0.008098305454227185	6.022549018141418e-10
4.4	0.004576892083795925	2.773370105445266e-10
4.6000000000000005	0.0033792288210557934	-2.462013956990961e-10
4.800000000000001	0.0028237690775689485	-5.393237312669546e-10
5.0	0.002236675703344556	-6.361594741560863e-10
